商品编码,商品名称,部门编号,品类,零售价,进货价
1256,商品-1256,3,饮料,643.93,529.56
1257,商品-1257,4,清洁,1111.06,732.17
1258,商品-1258,5,纸品,2352.61,1687.84
1259,商品-1259,6,小家电,1473.01,958.45
1260,商品-1260,1,蔬果,242.61,177.19
1261,商品-1261,2,肉禽,1172.15,919.29
1262,商品-1262,3,水产,1874.36,1164.46
1263,商品-1263,4,米面,1878.04,1388.66
1264,商品-1264,5,食用油,2073.80,1514.53
1265,商品-1265,6,乳品,1304.73,1031.44
1266,商品-1266,1,熟食,544.05,407.57
1267,商品-1267,2,饼干,467.57,354.23
1268,商品-1268,3,饮料,190.47,146.23
1269,商品-1269,4,清洁,2448.09,1780.67
1270,商品-1270,5,纸品,784.83,532.83
1271,商品-1271,6,小家电,1009.02,686.62
1272,商品-1272,1,蔬果,119.74,91.08
1273,商品-1273,2,肉禽,337.91,217.71
1274,商品-1274,3,水产,1654.27,1094.35
1275,商品-1275,4,米面,2147.59,1445.58
1276,商品-1276,5,食用油,387.76,271.19
1277,商品-1277,6,乳品,3349.08,2020.88
1278,商品-1278,1,熟食,226.29,173.27
1279,商品-1279,2,饼干,890.99,741.42
1280,商品-1280,3,饮料,1542.19,1027.29
1281,商品-1281,4,清洁,1924.70,1570.39
1282,商品-1282,5,纸品,1733.50,1249.23
1283,商品-1283,6,小家电,3486.92,2519.99
1284,商品-1284,1,蔬果,100.22,73.66
1285,商品-1285,2,肉禽,1204.09,800.36
1286,商品-1286,3,水产,239.14,196.00
1287,商品-1287,4,米面,466.94,290.49
1288,商品-1288,5,食用油,2413.91,1723.77
1289,商品-1289,6,乳品,2350.53,1686.69
1290,商品-1290,1,熟食,433.48,363.06
1291,商品-1291,2,饼干,819.09,664.22
1292,商品-1292,3,饮料,935.76,604.43
1293,商品-1293,4,清洁,598.83,387.85
1294,商品-1294,5,纸品,2406.50,1710.42
1295,商品-1295,6,小家电,748.68,462.09
1296,商品-1296,1,蔬果,234.90,191.03
1297,商品-1297,2,肉禽,56.84,43.54
1298,商品-1298,3,水产,586.36,439.74
1299,商品-1299,4,米面,2554.18,1635.41
1300,商品-1300,5,食用油,30.04,22.60
1301,商品-1301,6,乳品,3817.12,2635.34
1302,商品-1302,1,熟食,205.80,146.85
1303,商品-1303,2,饼干,977.34,749.33
1304,商品-1304,3,饮料,1083.05,706.49
1305,商品-1305,4,清洁,1354.46,1052.03
1306,商品-1306,5,纸品,407.88,294.57
1307,商品-1307,6,小家电,3642.78,3028.01
1308,商品-1308,1,蔬果,194.26,138.39
1309,商品-1309,2,肉禽,505.30,349.14
1310,商品-1310,3,水产,1425.08,1140.93
1311,商品-1311,4,米面,492.16,403.36
1312,商品-1312,5,食用油,2262.51,1671.75
1313,商品-1313,6,乳品,2094.79,1375.09
1314,商品-1314,1,熟食,50.64,38.80
1315,商品-1315,2,饼干,865.62,601.42
1316,商品-1316,3,饮料,1926.01,1367.95
1317,商品-1317,4,清洁,805.79,640.40
1318,商品-1318,5,纸品,2028.02,1250.35
1319,商品-1319,6,小家电,1296.94,970.93
1320,商品-1320,1,蔬果,529.56,358.27
1321,商品-1321,2,肉禽,335.22,280.92
1322,商品-1322,3,水产,44.28,34.33
1323,商品-1323,4,米面,773.96,539.12
1324,商品-1324,5,食用油,2682.23,2188.42
1325,商品-1325,6,乳品,468.76,329.94
1326,商品-1326,1,熟食,531.95,436.36
1327,商品-1327,2,饼干,782.16,617.45
1328,商品-1328,3,饮料,1784.61,1428.73
1329,商品-1329,4,清洁,738.85,505.07
1330,商品-1330,5,纸品,349.75,253.29
1331,商品-1331,6,小家电,1202.07,830.77
1332,商品-1332,1,蔬果,336.62,251.16
1333,商品-1333,2,肉禽,40.82,34.18
1334,商品-1334,3,水产,1266.99,880.74
1335,商品-1335,4,米面,239.78,170.52
1336,商品-1336,5,食用油,2532.23,1527.16
1337,商品-1337,6,乳品,1539.67,1069.48
1338,商品-1338,1,熟食,480.35,359.60
1339,商品-1339,2,饼干,957.89,723.64
1340,商品-1340,3,饮料,1862.64,1234.62
1341,商品-1341,4,清洁,1796.88,1517.00
1342,商品-1342,5,纸品,1968.17,1520.12
1343,商品-1343,6,小家电,1445.05,1121.61
1344,商品-1344,1,蔬果,434.46,341.36
1345,商品-1345,2,肉禽,1244.22,987.22
1346,商品-1346,3,水产,1442.33,1208.63
1347,商品-1347,4,米面,1010.68,708.88
1348,商品-1348,5,食用油,3158.01,1958.57
1349,商品-1349,6,乳品,3824.66,2339.64
1350,商品-1350,1,熟食,40.62,29.53
1351,商品-1351,2,饼干,815.81,669.84
1352,商品-1352,3,饮料,124.56,103.97
1353,商品-1353,4,清洁,204.52,140.15
1354,商品-1354,5,纸品,681.58,534.28
1355,商品-1355,6,小家电,1905.08,1456.10
1356,商品-1356,1,蔬果,18.39,14.15
1357,商品-1357,2,肉禽,627.57,500.37
1358,商品-1358,3,水产,726.30,574.26
1359,商品-1359,4,米面,1206.47,967.64
1360,商品-1360,5,食用油,2692.51,2175.06
1361,商品-1361,6,乳品,7.38,4.63
1362,商品-1362,1,熟食,528.71,325.42
1363,商品-1363,2,饼干,570.60,367.34
1364,商品-1364,3,饮料,87.41,61.20
1365,商品-1365,4,清洁,1002.07,702.41
1366,商品-1366,5,纸品,1468.36,1099.58
1367,商品-1367,6,小家电,1133.97,823.06
1368,商品-1368,1,蔬果,662.79,520.92
1369,商品-1369,2,肉禽,45.82,36.07
1370,商品-1370,3,水产,1717.01,1457.29
1371,商品-1371,4,米面,2240.46,1400.47
1372,商品-1372,5,食用油,2674.05,1713.69
1373,商品-1373,6,乳品,2867.67,1936.11
1374,商品-1374,1,熟食,200.68,153.97
1375,商品-1375,2,饼干,722.58,480.70
1376,商品-1376,3,饮料,618.16,420.64
1377,商品-1377,4,清洁,1618.57,1261.53
1378,商品-1378,5,纸品,1430.04,1018.24
1379,商品-1379,6,小家电,3795.34,2810.24
1380,商品-1380,1,蔬果,457.30,377.23
1381,商品-1381,2,肉禽,918.91,718.37
1382,商品-1382,3,水产,1090.11,777.62
1383,商品-1383,4,米面,725.68,462.90
1384,商品-1384,5,食用油,2827.48,2323.10
1385,商品-1385,6,乳品,3377.31,2548.62
1386,商品-1386,1,熟食,573.40,448.30
1387,商品-1387,2,饼干,913.40,558.21
1388,商品-1388,3,饮料,1271.47,832.46
1389,商品-1389,4,清洁,1591.34,1097.86
1390,商品-1390,5,纸品,602.67,375.27
1391,商品-1391,6,小家电,1631.61,1265.06
1392,商品-1392,1,蔬果,573.61,376.26
1393,商品-1393,2,肉禽,154.74,108.11
1394,商品-1394,3,水产,1621.65,1042.03
1395,商品-1395,4,米面,1185.20,740.42
1396,商品-1396,5,食用油,1724.73,1065.47
1397,商品-1397,6,乳品,514.30,349.12
1398,商品-1398,1,熟食,166.08,109.23
1399,商品-1399,2,饼干,743.91,499.85
1400,商品-1400,3,饮料,1982.57,1568.11
1401,商品-1401,4,清洁,1495.65,1098.29
1402,商品-1402,5,纸品,3107.72,2339.88
1403,商品-1403,6,小家电,3014.38,2131.78
1404,商品-1404,1,蔬果,601.25,377.20
1405,商品-1405,2,肉禽,1031.00,787.50
1406,商品-1406,3,水产,857.61,517.05
1407,商品-1407,4,米面,5.05,3.95
1408,商品-1408,5,食用油,2725.61,1828.34
1409,商品-1409,6,乳品,3666.46,2717.11
1410,商品-1410,1,熟食,491.27,359.74
1411,商品-1411,2,饼干,169.05,121.70
1412,商品-1412,3,饮料,1851.59,1361.84
1413,商品-1413,4,清洁,147.44,112.48
1414,商品-1414,5,纸品,3305.37,2613.25
1415,商品-1415,6,小家电,2644.26,1768.15
1416,商品-1416,1,蔬果,248.62,184.33
1417,商品-1417,2,肉禽,747.65,626.30
1418,商品-1418,3,水产,565.93,452.59
1419,商品-1419,4,米面,1638.48,1059.24
1420,商品-1420,5,食用油,255.44,193.05
1421,商品-1421,6,乳品,1963.56,1397.66
1422,商品-1422,1,熟食,620.41,456.40
1423,商品-1423,2,饼干,903.81,666.80
1424,商品-1424,3,饮料,1362.24,987.95
1425,商品-1425,4,清洁,117.96,87.20
1426,商品-1426,5,纸品,2349.36,1868.31
1427,商品-1427,6,小家电,1895.29,1255.51
1428,商品-1428,1,蔬果,117.79,85.57
1429,商品-1429,2,肉禽,596.99,477.79
1430,商品-1430,3,水产,526.59,406.73
1431,商品-1431,4,米面,1840.23,1295.13
1432,商品-1432,5,食用油,2597.15,2148.36
1433,商品-1433,6,乳品,3984.42,2580.29
1434,商品-1434,1,熟食,506.88,420.85
1435,商品-1435,2,饼干,1206.14,898.66
1436,商品-1436,3,饮料,623.56,447.38
1437,商品-1437,4,清洁,1402.74,897.73
1438,商品-1438,5,纸品,189.30,131.18
1439,商品-1439,6,小家电,2325.50,1828.83
1440,商品-1440,1,蔬果,572.36,362.10
1441,商品-1441,2,肉禽,806.01,679.82
1442,商品-1442,3,水产,963.92,780.16
1443,商品-1443,4,米面,1593.73,1053.92
1444,商品-1444,5,食用油,3242.55,1988.20
1445,商品-1445,6,乳品,3604.42,2218.92
1446,商品-1446,1,熟食,217.76,149.12
1447,商品-1447,2,饼干,555.54,372.37
1448,商品-1448,3,饮料,1291.68,883.42
1449,商品-1449,4,清洁,2665.58,1928.29
1450,商品-1450,5,纸品,525.10,394.76
1451,商品-1451,6,小家电,214.96,168.97
1452,商品-1452,1,蔬果,244.40,197.69
1453,商品-1453,2,肉禽,1101.27,930.66
1454,商品-1454,3,水产,578.09,353.75
1455,商品-1455,4,米面,2421.07,1536.86
1456,商品-1456,5,食用油,1601.62,1161.16
1457,商品-1457,6,乳品,3054.97,2407.65
1458,商品-1458,1,熟食,114.03,81.61
1459,商品-1459,2,饼干,1131.85,851.63
1460,商品-1460,3,饮料,63.71,38.63
1461,商品-1461,4,清洁,2464.02,2022.46
1462,商品-1462,5,纸品,3069.54,2592.07
1463,商品-1463,6,小家电,806.92,503.35
1464,商品-1464,1,蔬果,88.66,61.95
1465,商品-1465,2,肉禽,445.74,289.64
1466,商品-1466,3,水产,154.25,97.55
1467,商品-1467,4,米面,1279.36,936.43
1468,商品-1468,5,食用油,404.72,323.30
1469,商品-1469,6,乳品,3876.50,2658.88
1470,商品-1470,1,熟食,379.38,295.63
1471,商品-1471,2,饼干,548.94,329.88
1472,商品-1472,3,饮料,826.70,641.70
1473,商品-1473,4,清洁,459.64,330.75
1474,商品-1474,5,纸品,1042.98,749.06
1475,商品-1475,6,小家电,299.57,214.48
1476,商品-1476,1,蔬果,291.97,234.59
1477,商品-1477,2,肉禽,931.78,623.93
1478,商品-1478,3,水产,1009.34,850.53
1479,商品-1479,4,米面,161.42,97.85
1480,商品-1480,5,食用油,2912.03,2131.67
1481,商品-1481,6,乳品,2952.63,1976.78
1482,商品-1482,1,熟食,167.68,135.19
1483,商品-1483,2,饼干,980.90,668.11
1484,商品-1484,3,饮料,723.34,446.66
1485,商品-1485,4,清洁,2157.58,1576.46
1486,商品-1486,5,纸品,757.44,568.86
1487,商品-1487,6,小家电,3662.12,2749.46
1488,商品-1488,1,蔬果,552.89,457.75
1489,商品-1489,2,肉禽,599.67,443.49
1490,商品-1490,3,水产,748.79,573.45
1491,商品-1491,4,米面,1708.24,1253.47
1492,商品-1492,5,食用油,2700.45,2095.54
1493,商品-1493,6,乳品,3460.22,2221.00
1494,商品-1494,1,熟食,484.31,406.10
1495,商品-1495,2,饼干,113.66,82.06
1496,商品-1496,3,饮料,101.15,78.93
1497,商品-1497,4,清洁,2032.87,1284.26
1498,商品-1498,5,纸品,2400.58,1920.26
1499,商品-1499,6,小家电,3452.10,2903.62
1500,商品-1500,1,蔬果,269.43,183.36
